"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"1",0.162050196951994,0.344216258230095,0.334938584429531,0.183594185315604,0.0318069606136503,0.0981457639570049,0.271339966554012,0.0719566978046805,0.412374501748497,0.0760936915228903,0.123689935279939,0.209213931935489,0.0960439363465123,0.249252528062341,0.112612974730389,0.127622841319954,0.513987674127897,0.0664725806833823,0.300102253115669,0.403483947990877,0.336037098221868,0.126871483572028,0.0843714179266454,0.215220691444547,0.11629986924391,0.240415682847851,0.35877345974595,0.238947435943162,0.348628488234685,0.175643003025995,0.168673733867007,0.331434494037157,0.088438365847745,0.0800921028505735,0.239352116030865,0.26197770650089
"2",0.277658762974712,0.664505624847814,0.0886167859051628,0.417875657533057,0.147677728761231,0.323745523806031,0.0971729936745575,-0.146443449070643,0.420902602995365,-0.010452259768538,0.0614514750910968,0.367867283544704,-0.0193155470907423,-0.0203355281376011,0.0910720511650441,0.20134062630076,0.190541628424627,0.234297543926613,0.247024540584241,0.407649704155657,0.16841762572559,0.382884650741219,0.347601472256521,0.0399596640735179,0.260317563083231,0.00785271029704986,0.291258397676556,0.164201961032051,0.40091078147722,0.244876967203161,0.252371404356046,0.251216323984068,0.196686874005562,0.0310394346990386,0.402862177124078,0.094738553188982
"3",0.212071554476076,0.510410186610344,0.230739529774224,0.108754282476469,0.212581827570664,0.125934222493958,0.250272403067144,0.128139730963156,0.33322805383745,-0.0711340461324706,0.309083326836577,0.0714711099977743,0.0463888270277774,0.443473622027515,0.0338056119801576,0.215021466723425,0.347022784749374,0.186007192162406,-0.0470193616552603,0.563507043922064,0.0835736097253258,0.193963987018538,0.171091679023961,0.0719252164959228,0.145350506070688,-0.0571731114297859,0.271303560542394,0.180831480511539,0.255777615535724,0.267684002018497,0.0221758012199678,0.0658578707458281,0.207810711006367,0.479874104345413,0.121535226384096,0.000901486143074573
"4",0.414459711515047,0.360993545957149,0.254405182631351,0.326608766316259,-0.0387201092227633,0.0790829914034772,0.300173847381161,0.0831132094926492,0.412336693889228,0.211956758668263,0.0649524071878448,0.000751546143714036,0.21727080197846,0.184332667623546,0.0154971109265159,-0.0367125561745592,0.491244772190585,0.0848645839224444,0.00960854423207511,0.385056257294398,0.130829951033616,0.415787475795374,0.00430402125766671,-0.13599109777968,0.165769424782499,0.196271560059697,-0.0299828575840564,0.0737355211292067,0.358447794455123,-0.0713347783129715,0.0871699253147968,0.0850319786280483,0.0245661815494012,0.394867311338923,0.157063084871016,0.294417917471731
"5",0.495415169315991,0.627964352488414,0.148528115643848,0.318075488028844,0.0728577495532186,0.282080534283568,0.0885057370434257,0.0134761339403386,0.400743731172296,-0.00797384740219593,0.302464068122254,-0.12787259438787,0.1367522903124,0.0865651830245662,0.0237678249682829,0.161225914137518,0.351223890441024,0.0580822559629194,0.206019647623512,0.218561020857713,0.221084593417037,0.478225205212039,0.0723644503583786,0.297010241731609,0.0835154953581626,0.129951938096427,0.0173432691835488,0.319796633004313,0.4103392604405,0.114875717265536,-0.233592753850773,-0.0317677720750535,-0.148528820237266,0.299447054439963,0.429509327717182,0.462438651918873
"6",0.0875436583412789,0.367970978172402,-0.31457188091732,0.0633672869350092,0.0111191527971007,0.11039402064943,0.154755973136823,0.298020769963853,0.63156637374091,-0.137595536232458,0.145365461909398,0.0963783416834171,-0.0679279389988391,0.215423785442155,0.192279703167257,0.171919159209211,0.395132817341599,-0.0247507316044767,-0.0414986934022019,0.167053345692748,0.116835675373071,0.273963380978861,0.0783367833348114,0.195368410518758,0.161693632925428,0.0671817867361433,0.0677652454128207,0.140277444060588,0.423263885036552,0.282909462062472,-0.0644270387137256,-0.0535444185054186,0.0390342444621432,0.392476645836014,0.414617707756698,0.120603610576313
"7",0.115652481615927,0.488103931207205,-0.553744805777413,0.184306650981869,0.124276037093551,0.116444387262232,0.154760574754255,0.290650843183399,0.40118344299711,0.430572558818956,0.102357066516195,0.0265511437938513,0.259224976047188,0.257463211270394,0.152754835486247,-0.0711409417170139,0.436571243983097,-0.0890544086759835,0.343435723774991,0.381733164748012,0.146614438302835,0.255830483761659,-0.0208430586264131,0.51770965672751,0.108227592680287,-0.12726176655272,0.0520284942736416,0.313343912082863,0.349393791991091,0.273199897460616,0.0417710264091878,-0.11471358340238,0.0133188394203554,0.171874041281952,0.223410672910556,0.0202317261495993
"8",0.275675388150871,0.266870598840962,-0.0870517368791967,0.235621311091301,-0.0860825163739719,0.299640602297647,0.0964653991341147,0.0449914657019327,0.422435736805661,0.0970096449562478,0.334871806661405,0.256872127416687,0.0934997368370625,0.00316781825382201,0.176914061566579,0.176759051518733,0.330278391774004,-0.0209273142787992,0.101134784819504,0.320576762569946,0.396833581851969,-0.00212015832114771,-0.0160327925281778,0.193647310235242,0.20059629262644,0.190018931152084,-0.144180961708513,-0.121340648485363,0.493914211929852,0.03882288831577,0.0369540765627163,0.212951422523999,-0.0582382337387751,0.15724069298368,0.041576154921671,0.324828000906235
"9",0.240721120053014,0.235885248570133,0.201348747702758,0.331083067387966,-0.0380230713832773,0.113172140463907,0.205726684937616,0.351785930152925,0.153965751915462,0.00349216865803187,0.211857526579766,0.249473409275979,0.148386442458927,0.351190375004426,0.181684202524125,0.0857107415680148,0.169896326016118,-0.0900347210927418,0.132850071720465,0.325389149684353,0.260134777424823,0.272093683118672,-0.0874560814858063,0.165114059167164,0.201639543014762,-0.0916952682593991,-0.188791494299181,0.0824893361630501,0.198040280019733,0.0458747700849364,0.144543814475335,0.1923685618382,0.0278944793389065,0.236619138828668,0.277300996760481,0.213128826339344
"10",0.234659899308196,0.307184639841214,-0.175401670030905,0.259916155040053,0.0750023323867105,0.140117412234531,0.0591455179231582,0.0462244829672592,0.0300858076184032,-0.0657355209410277,0.31183229359502,-0.0575964930217054,0.231044201124666,0.140763028926408,0.276149261799839,0.111423811248853,0.266093566658554,0.0560999113170534,0.464306470070228,0.326655399049361,0.274521174031538,0.317801338625255,0.220689320691143,0.125744118005235,0.245030796948712,0.00338764965247933,0.0132112611483545,0.380684622935064,0.522439566593583,-0.0135934938810733,-0.0855171110753771,-0.0730338906297309,-0.0443436840162423,0.372128244719228,0.30446631226048,-0.0421626103395555
